Name,Description,Website
DHL Serialization for Pharmaceutical safety,"a project ensuring the integrity of pharmaceutical products has its challenges – consider just a few of them: counterfeit medicines, product mix-ups and “gray market” sales. Product serialization/track and trace systems, backed by government regulations, are one way of tackling these issues",https://www.dhl.com/ch-en/home/our-divisions/supply-chain/thought-leadership/articles/life-sciences-and-healthcare/serialization-update-new-rules-take-effect.html
Cireha,"an “Cboard” to help more children with speech impairments communicate through symbols. It’s particularly interested in scaling into countries where these types of tools are virtually nonexistent. Further down the line, it wants to add machine learning and new interfaces to its product. They received in 2020 investment from the UNICEF Cryptocurrency Fund (CryptoFund)",http://cireha.com.ar/
Avyantra,Avyantra strongly believes in fusing technology and innovation for enabling accessible and affordable healthcare in developing countries. They received in 2020 investment from the UNICEF Cryptocurrency Fund (CryptoFund),https://www.avyantra.com/
Afinadata,an AI-based app to provide parents with personalized early childhood educational activities. The project received in 2020 investment from the UNICEF Cryptocurrency Fund (CryptoFund),https://www.afinadata.com/
Veridium,"an Integrated Identity Platform powered by AI-based Behavioural Biometrics, enabling Multi-Factor Authentication (MFA), digital ID verification, and a true enterprise-grade passwordless experience for employees and customers. Low code, agile, and flexible",https://www.veridiumid.com/
SourceCred,a tool for communities to measure and reward value creation,https://sourcecred.io
Electis,Safe voting title-checkmark for grassroots communities,https://www.electis.app/static/landing/index.4a6e835292bc.html
Acre Africa micro-insurance,an organisation implementing blockchain solutions to a microinsurance product that protects thousands of small-scale farmers in Kenya from extreme weather events. The project is in 2021 part of the Ethereum Next Billion fellowship program and will test and showcase Ethereum’s potential to enable the viability and sustainability of products and services that target the bottom of the wealth pyramid,https://acreafrica.com/
Brac blockchain pilotes,"the world’s largest NGO based in Bangladesh serving over 100 million people annually. The project will be supported by the Ethereum Foundation Next billion fellowship program performing multiple experiments using blockchain, and it could serve as a model for other social enterprises, and for the development sector at large",http://www.brac.net/
Brave (Basic Attention),a global private ad platform for Brave browser,https://basicattentiontoken.org/
Uniris,"a solution that makes it possible to store, share and manage all the digital identities through smart contracts",https://uniris.io/
Veramo,"Create and manage decentralized identifiers + verifiable credentials without worrying about interop and vendor lock-in.
",https://veramo.io/
Serto,an easy-to-use decentralized identity and connected data solutions for enterprises.,https://www.serto.id/
AAVE,open source and non-custodial liquidity protocol for earning interest on deposits and borrowing assets,https://aave.com/
B Protocol,B.Protocol makes lending platforms more secure by eliminating the gas wars and shifting the miner’s profit to the users.,https://www.bprotocol.org/
Skynet,an open protocol for hosting data and web applications on the decentralized web using Sia,https://siasky.net/about
Talao,"Self-Sovereign Identity (SSI) and verifiable credentials in the field of human resources.
",https://www.talao.io/
Decapolis,a blockchain traceability platform for smallholder farmers (World Food Program),https://innovation.wfp.org/project/decapolis
Raay,"a platform for blockchain-based accounting, payments, settlements and identity management.",https://raay.digital/
Storj,"Decentralized cloud object storage that is affordable, easy to use, private and secure.",https://www.storj.io/
SIA Tech,a decentralized storage for the post-cloud world.,https://sia.tech/
Unbiased,"Data Marketplace platform (In Beta), a one-stop-shop B2B solution helping enterprises working with AI and Machine Learning applications, by providing privacy-preserved and decentralized AI development tools",https://unbiased.cc/
